,fullname,team,team_code,birthdate,country,height,weight,birthplace,one_day_race_pts,gc_pts,tt_pts,sprint_pts,climb_pts,pcs_ranking,uci_ranking,number_wins,pts_pcs_2023,rank_pcs_2023,pts_pcs_2022,rank_pcs_2022,pts_pcs_2021,rank_pcs_2021,pts_pcs_2020,rank_pcs_2020,pts_pcs_2019,rank_pcs_2019,rider_code,rider_url
712,pier-andré  coté ,human powered health,human-powered-health-2023,1997-04-24,canada,1.83,,gaspé,161,73,55,168,102,518,331,1,2,826,106,442,94,476,10,1163,28,1166,pier-andre-cote,https://www.procyclingstats.com/rider/pier-andre-cote
713,kristian  aasvold ,human powered health,human-powered-health-2023,1995-05-30,norway,1.73,61.0,snåsa,92,170,20,120,196,1302,0,0,0,0,15,1294,165,320,16,971,34,1068,kristian-aasvold,https://www.procyclingstats.com/rider/kristian-aasvold
714,paul  double ,human powered health,human-powered-health-2023,1996-06-25,great britain,1.71,56.0,winchester,52,136,4,20,114,328,333,0,0,0,169,316,24,987,11,1095,0,0,paul-double,https://www.procyclingstats.com/rider/paul-double
715,matthew  gibson ,human powered health,human-powered-health-2023,1996-09-02,great britain,1.83,76.0,warrington,7,46,56,402,85,1610,2178,1,0,0,27,1022,26,945,0,0,102,584,matthew-gibson,https://www.procyclingstats.com/rider/matthew-gibson
716,stephen  bassett ,human powered health,human-powered-health-2023,1995-03-27,united states,1.91,,knoxville,21,35,71,72,72,1920,2205,0,0,0,27,1018,1,2167,1,1623,52,897,stephen-bassett,https://www.procyclingstats.com/rider/stephen-bassett
717,scott  mcgill ,human powered health,human-powered-health-2023,1998-09-20,united states,,,fallston,15,6,16,82,78,524,981,2,0,0,92,494,0,0,2,1549,1,2611,scott-mcgill,https://www.procyclingstats.com/rider/scott-mcgill
718,gage  hecht ,human powered health,human-powered-health-2023,1998-02-18,united states,1.8,72.0,new orleans,1,42,84,68,16,0,0,1,0,0,0,0,25,961,0,0,1,2538,gage-hecht,https://www.procyclingstats.com/rider/gage-hecht
719,bart  lemmen ,human powered health,human-powered-health-2023,1995-10-14,netherlands,,,none,20,32,58,4,39,629,537,0,5,654,62,640,0,0,0,0,0,0,bart-lemmen,https://www.procyclingstats.com/rider/bart-lemmen
720,wessel  krul ,human powered health,human-powered-health-2023,2000-01-28,netherlands,1.83,75.0,enkhuizen,37,0,4,37,0,0,0,0,0,0,0,0,47,716,5,1371,0,0,wessel-krul,https://www.procyclingstats.com/rider/wessel-krul
721,embret  svestad-bårdseng ,human powered health,human-powered-health-2023,2002-09-01,norway,,,oslo,20,25,4,26,36,1003,867,0,7,583,29,984,10,1429,0,0,0,0,embret-svestad-bardseng,https://www.procyclingstats.com/rider/embret-svestad-bardseng
722,charles-étienne  chrétien ,human powered health,human-powered-health-2023,1999-06-19,canada,1.77,65.0,amos,5,12,14,6,24,2123,2248,0,0,0,2,2086,0,0,10,1132,5,2050,charlesetienne-chretien,https://www.procyclingstats.com/rider/charlesetienne-chretien
723,cory  greenberg ,human powered health,human-powered-health-2023,1988-01-23,united states,1.77,72.0,simi valley,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cory-greenberg,https://www.procyclingstats.com/rider/cory-greenberg
724,chris  froome ,israel - premier tech,israel-premier-tech-2023,1985-05-20,great britain,1.86,68.0,nairobi,256,8281,4389,370,7983,523,1144,46,5,725,87,518,45,726,35,669,82,703,christopher-froome,https://www.procyclingstats.com/rider/christopher-froome
725,jakob  fuglsang ,israel - premier tech,israel-premier-tech-2023,1985-03-22,denmark,1.81,65.0,geneva,3498,6518,1677,598,7331,148,112,27,0,0,484,110,453,113,1329,4,2143,4,jakob-fuglsang,https://www.procyclingstats.com/rider/jakob-fuglsang
726,giacomo  nizzolo ,israel - premier tech,israel-premier-tech-2023,1989-01-30,italy,1.84,72.0,milan,4280,547,234,5518,1577,128,141,29,88,115,527,97,1068,25,659,42,581,95,giacomo-nizzolo,https://www.procyclingstats.com/rider/giacomo-nizzolo
727,sep  vanmarcke ,israel - premier tech,israel-premier-tech-2023,1988-07-28,belgium,1.9,77.0,kortrijk,4653,781,266,1853,1528,220,208,9,63,152,247,245,378,137,69,423,578,96,sep-vanmarcke,https://www.procyclingstats.com/rider/sep-vanmarcke
728,ben  hermans ,israel - premier tech,israel-premier-tech-2023,1986-06-08,belgium,1.86,72.0,hasselt,1537,3301,602,901,2393,0,0,19,0,0,20,1147,663,62,181,184,590,93,ben-hermans,https://www.procyclingstats.com/rider/ben-hermans
729,michael  woods ,israel - premier tech,israel-premier-tech-2023,1986-10-12,canada,1.75,64.0,toronto,2535,1951,40,182,4418,127,125,11,14,446,539,94,1217,16,641,45,1100,28,michael-woods,https://www.procyclingstats.com/rider/michael-woods
730,daryl  impey ,israel - premier tech,israel-premier-tech-2023,1984-12-06,south africa,1.81,70.0,johannesburg,1482,1861,1005,1484,3122,293,440,30,14,443,190,296,184,289,358,97,920,44,daryl-impey,https://www.procyclingstats.com/rider/daryl-impey
731,dylan  teuns ,israel - premier tech,israel-premier-tech-2023,1992-03-01,belgium,1.81,64.0,diest,1702,2368,528,339,3522,39,39,14,23,319,939,37,616,74,401,83,886,49,dylan-teuns,https://www.procyclingstats.com/rider/dylan-teuns
732,simon  clarke ,israel - premier tech,israel-premier-tech-2023,1986-07-18,australia,1.75,63.0,melbourne,2231,1440,134,1359,2422,122,74,7,217,21,393,149,236,232,294,124,704,76,simon-clarke,https://www.procyclingstats.com/rider/simon-clarke
733,tom van asbroeck ,israel - premier tech,israel-premier-tech-2023,1990-04-19,belgium,1.82,72.0,aalst,2536,494,20,3199,524,415,534,4,34,241,99,467,354,148,104,311,608,89,tom-van-asbroeck,https://www.procyclingstats.com/rider/tom-van-asbroeck
734,hugo  houle ,israel - premier tech,israel-premier-tech-2023,1990-09-27,canada,1.82,72.0,sainte-perpétue,596,877,641,190,835,94,162,4,22,335,531,96,178,296,122,285,200,322,hugo-houle,https://www.procyclingstats.com/rider/hugo-houle
735,guillaume  boivin ,israel - premier tech,israel-premier-tech-2023,1989-05-25,canada,1.8,78.0,montreal,1175,417,152,1428,304,331,293,5,8,567,163,324,183,292,34,675,160,395,guillaume-boivin,https://www.procyclingstats.com/rider/guillaume-boivin
736,krists  neilands ,israel - premier tech,israel-premier-tech-2023,1994-08-18,latvia,1.89,69.0,ventspils,579,629,224,220,549,295,353,9,45,195,158,331,115,413,69,429,507,121,krists-neilands,https://www.procyclingstats.com/rider/krists-neilands
737,rick  zabel ,israel - premier tech,israel-premier-tech-2023,1993-12-07,germany,1.84,77.0,unna,606,332,51,1018,370,594,1481,2,0,0,84,534,66,593,105,309,95,628,rick-zabel,https://www.procyclingstats.com/rider/rick-zabel
738,reto  hollenstein ,israel - premier tech,israel-premier-tech-2023,1985-08-22,switzerland,1.97,80.0,frauenfeld,381,746,653,240,230,746,1928,0,0,0,50,721,71,564,40,611,99,602,reto-hollenstein,https://www.procyclingstats.com/rider/reto-hollenstein
739,nick  schultz ,israel - premier tech,israel-premier-tech-2023,1994-09-13,australia,1.8,68.0,brisbane,254,690,64,101,954,197,327,2,35,238,291,209,294,181,96,329,231,277,nick-schultz,https://www.procyclingstats.com/rider/nick-schultz
740,mads  würtz schmidt ,israel - premier tech,israel-premier-tech-2023,1994-03-31,denmark,1.76,70.0,randers,355,504,598,358,318,706,1052,4,24,300,65,619,203,260,59,467,136,453,mads-wurtz-schmidt,https://www.procyclingstats.com/rider/mads-wurtz-schmidt
741,corbin  strong ,israel - premier tech,israel-premier-tech-2023,2000-04-30,new zealand,1.73,63.0,invercargill,316,189,30,122,326,125,101,1,126,79,327,184,36,805,15,1020,83,698,corbin-strong,https://www.procyclingstats.com/rider/corbin-strong
742,itamar  einhorn ,israel - premier tech,israel-premier-tech-2023,1997-09-20,israel,1.72,72.0,modi'in,227,24,30,570,42,300,258,2,34,244,159,329,100,459,69,424,14,1542,itamar-einhorn,https://www.procyclingstats.com/rider/itamar-einhorn
743,omer  goldstein ,israel - premier tech,israel-premier-tech-2023,1996-08-13,israel,1.74,61.0,misgav,108,154,186,48,168,361,551,4,0,0,165,322,85,499,57,486,11,1635,omer-goldstein,https://www.procyclingstats.com/rider/omer-goldstein
744,stephen  williams ,israel - premier tech,israel-premier-tech-2023,1996-06-09,great britain,1.83,59.0,aberystwyth,70,172,5,68,236,581,572,3,0,0,79,561,184,291,5,1323,0,0,stephen-williams,https://www.procyclingstats.com/rider/stephen-williams
745,sebastian  berwick ,israel - premier tech,israel-premier-tech-2023,1999-12-15,australia,1.75,59.0,brisbane,16,213,5,7,134,478,560,0,55,168,63,634,26,941,89,347,25,1217,sebastian-berwick,https://www.procyclingstats.com/rider/sebastian-berwick
746,jens  reynders ,israel - premier tech,israel-premier-tech-2023,1998-05-25,belgium,1.84,76.0,tongeren,219,48,1,194,10,675,729,0,0,0,60,651,129,380,0,0,29,1141,jens-reynders,https://www.procyclingstats.com/rider/jens-reynders
747,guy  sagiv ,israel - premier tech,israel-premier-tech-2023,1994-12-05,israel,1.8,68.0,namur,117,60,88,1,0,1303,1387,5,0,0,15,1277,12,1300,47,544,40,991,guy-sagiv,https://www.procyclingstats.com/rider/guy-sagiv
748,matthew  riccitello ,israel - premier tech,israel-premier-tech-2023,2002-03-05,united states,1.72,55.0,tucson,0,102,4,8,38,469,565,0,77,129,28,1017,0,0,0,0,0,0,matthew-riccitello,https://www.procyclingstats.com/rider/matthew-riccitello
749,taj  jones ,israel - premier tech,israel-premier-tech-2023,2000-07-26,australia,1.88,72.0,nambour,20,15,22,178,40,1088,2526,1,12,473,28,1001,1,2083,60,464,0,0,taj-jones,https://www.procyclingstats.com/rider/taj-jones
750,derek  gee ,israel - premier tech,israel-premier-tech-2023,1997-08-03,canada,1.89,76.0,ottawa,18,10,160,32,5,704,658,1,15,420,45,776,9,1460,0,0,0,0,derek-gee,https://www.procyclingstats.com/rider/derek-gee
751,marco  frigo ,israel - premier tech,israel-premier-tech-2023,2000-03-02,italy,1.88,65.0,bassano del grappa,20,38,6,4,70,870,930,0,10,495,29,986,13,1266,7,1238,10,1692,marco-frigo,https://www.procyclingstats.com/rider/marco-frigo
752,mason  hollyman ,israel - premier tech,israel-premier-tech-2023,2000-06-25,great britain,1.74,59.0,huddersfield,9,10,0,2,82,1226,1118,1,0,0,18,1213,27,934,2,1593,0,0,mason-hollyman,https://www.procyclingstats.com/rider/mason-hollyman
753,caleb  ewan ,lotto dstny,lotto-dstny-2023,1994-07-11,australia,1.67,69.0,sydney,2202,280,148,4913,1459,57,85,59,203,27,665,62,596,77,865,21,1663,9,caleb-ewan,https://www.procyclingstats.com/rider/caleb-ewan
754,thomas de gendt ,lotto dstny,lotto-dstny-2023,1986-11-06,belgium,1.79,73.0,sint-niklaas,248,1247,2218,466,2546,390,619,17,5,656,130,378,90,486,155,220,398,156,thomas-de-gendt,https://www.procyclingstats.com/rider/thomas-de-gendt
755,victor  campenaerts ,lotto dstny,lotto-dstny-2023,1991-10-28,belgium,1.73,68.0,hoboken,616,856,3060,325,579,170,104,9,8,572,459,126,380,135,256,137,425,143,victor-campenaerts,https://www.procyclingstats.com/rider/victor-campenaerts
756,jasper de buyst ,lotto dstny,lotto-dstny-2023,1993-11-24,belgium,1.79,74.0,asse,1288,533,119,1094,488,288,241,5,0,0,215,268,113,423,130,261,548,105,jasper-de-buyst,https://www.procyclingstats.com/rider/jasper-de-buyst
757,eduardo  sepúlveda ,lotto dstny,lotto-dstny-2023,1991-06-13,argentina,1.73,59.0,rawson,368,1234,392,123,777,266,299,4,6,629,247,244,217,242,45,572,166,376,eduardo-sepulveda,https://www.procyclingstats.com/rider/eduardo-sepulveda
758,arnaud de lie ,lotto dstny,lotto-dstny-2023,2002-03-16,belgium,1.82,78.0,libramont,1633,45,1,872,354,6,5,12,416,3,1328,13,52,671,0,0,0,0,arnaud-de-lie,https://www.procyclingstats.com/rider/arnaud-de-lie
759,jacopo  guarnieri ,lotto dstny,lotto-dstny-2023,1987-08-14,italy,1.9,80.0,vizzolo predabissi,711,361,1,1316,230,751,2817,4,5,709,49,736,18,1104,53,500,41,980,jacopo-guarnieri,https://www.procyclingstats.com/rider/jacopo-guarnieri
760,rüdiger  selig ,lotto dstny,lotto-dstny-2023,1989-02-19,germany,1.88,80.0,zwenkau,784,256,42,1473,135,606,913,3,5,732,67,605,30,874,30,732,210,305,rudiger-selig,https://www.procyclingstats.com/rider/rudiger-selig
761,andreas  kron ,lotto dstny,lotto-dstny-2023,1998-06-01,denmark,1.77,63.0,albertslund,435,404,6,22,930,123,166,3,123,84,403,147,261,206,158,217,142,436,andreas-kron,https://www.procyclingstats.com/rider/andreas-kron
762,milan  menten ,lotto dstny,lotto-dstny-2023,1996-10-31,belgium,1.74,68.0,bilzen,792,151,17,712,328,179,139,2,154,54,220,262,268,204,31,713,149,421,milan-menten,https://www.procyclingstats.com/rider/milan-menten
763,pascal  eenkhoorn ,lotto dstny,lotto-dstny-2023,1997-02-08,netherlands,1.85,70.0,genemuiden,385,329,193,206,303,360,363,5,38,224,120,403,285,191,123,279,126,478,pascal-eenkhoorn,https://www.procyclingstats.com/rider/pascal-eenkhoorn
764,florian  vermeersch ,lotto dstny,lotto-dstny-2023,1999-03-12,belgium,1.93,85.0,ghent,599,144,198,254,94,236,247,1,25,291,251,242,315,169,185,181,5,2030,florian-vermeersch,https://www.procyclingstats.com/rider/florian-vermeersch
765,michael  schwarzmann ,lotto dstny,lotto-dstny-2023,1991-01-07,germany,1.74,69.0,kempten,204,212,1,435,238,869,0,1,5,751,41,825,23,997,74,405,101,589,michael-schwarzmann,https://www.procyclingstats.com/rider/michael-schwarzmann
766,maxim van gils ,lotto dstny,lotto-dstny-2023,1999-11-25,belgium,1.74,63.0,brasschaat,216,336,14,12,472,200,195,2,141,67,311,191,135,365,28,759,10,1733,maxim-van-gils,https://www.procyclingstats.com/rider/maxim-van-gils
767,brent van moer ,lotto dstny,lotto-dstny-2023,1998-01-12,belgium,1.91,79.0,beveren,181,146,137,70,210,423,517,1,45,193,80,555,179,295,40,621,91,647,brent-van-moer,https://www.procyclingstats.com/rider/brent-van-moer
768,arjen  livyns ,lotto dstny,lotto-dstny-2023,1994-09-01,belgium,1.7,58.0,waregem,397,29,0,158,151,539,581,0,5,753,91,506,111,432,88,351,77,729,arjen-livyns,https://www.procyclingstats.com/rider/arjen-livyns
769,sylvain  moniquet ,lotto dstny,lotto-dstny-2023,1998-01-14,belgium,1.75,61.0,namur,139,214,24,8,328,210,236,0,30,262,282,213,53,663,12,1070,6,1947,sylvain-moniquet,https://www.procyclingstats.com/rider/sylvain-moniquet
770,frederik  frison ,lotto dstny,lotto-dstny-2023,1992-07-28,belgium,1.94,84.0,geel,252,98,251,136,4,708,1335,0,5,727,50,723,35,810,68,434,20,1332,frederik-frison,https://www.procyclingstats.com/rider/frederik-frison
771,cedric  beullens ,lotto dstny,lotto-dstny-2023,1997-01-27,belgium,1.9,79.0,onze-lieve-vrouw-waver,227,34,1,186,72,342,447,0,5,710,161,327,91,482,34,683,13,1592,cedric-beullens,https://www.procyclingstats.com/rider/cedric-beullens
772,harry  sweeny ,lotto dstny,lotto-dstny-2023,1998-07-09,australia,1.86,75.0,warwick,79,87,63,63,174,583,916,0,28,271,55,691,103,451,17,932,13,1583,harry-sweeny,https://www.procyclingstats.com/rider/harry-sweeny
773,mathijs  paasschens ,lotto dstny,lotto-dstny-2023,1996-03-18,netherlands,1.88,75.0,rotterdam,148,92,6,61,108,432,694,0,5,705,111,428,18,1111,5,1321,96,621,mathijs-paasschens,https://www.procyclingstats.com/rider/mathijs-paasschens
774,lennert van eetvelt ,lotto dstny,lotto-dstny-2023,2001-07-17,belgium,1.75,63.0,tienen,127,73,59,8,121,282,201,0,98,102,108,435,11,1334,0,0,0,0,lennert-van-eetvelt,https://www.procyclingstats.com/rider/lennert-van-eetvelt
775,alec  segaert ,lotto dstny,lotto-dstny-2023,2003-01-16,belgium,1.88,79.0,none,19,11,80,0,30,579,340,0,2,825,78,564,0,0,0,0,0,0,alec-segaert,https://www.procyclingstats.com/rider/alec-segaert
776,jarne van de paar ,lotto dstny,lotto-dstny-2023,2000-10-23,belgium,1.87,79.0,none,57,11,0,134,0,841,533,0,40,214,1,2211,0,0,17,936,17,1420,jarne-van-de-paar,https://www.procyclingstats.com/rider/jarne-van-de-paar
777,sébastien  grignard ,lotto dstny,lotto-dstny-2023,1999-04-29,belgium,1.79,68.0,mons,55,15,8,0,15,860,2929,0,0,0,40,836,30,897,0,0,0,0,sebastien-grignard,https://www.procyclingstats.com/rider/sebastien-grignard
778,jarrad  drizners ,lotto dstny,lotto-dstny-2023,1999-05-31,australia,1.86,70.0,adelaide,7,42,7,26,18,1174,0,0,15,418,5,1856,15,1212,16,965,0,0,jarrad-drizners,https://www.procyclingstats.com/rider/jarrad-drizners
779,johannes  adamietz ,lotto dstny,lotto-dstny-2023,1998-05-24,germany,1.74,61.0,ulm,0,34,40,12,38,1080,1185,0,0,0,29,985,0,0,0,0,6,1968,johannes-adamietz,https://www.procyclingstats.com/rider/johannes-adamietz
780,liam  slock ,lotto dstny,lotto-dstny-2023,2000-09-18,belgium,1.88,78.0,ghent,1,2,0,13,16,1864,1800,0,0,0,5,1790,0,2220,0,0,0,0,liam-slock,https://www.procyclingstats.com/rider/liam-slock
781,valerio  conti ,team corratec,team-corratec-2023,1993-03-30,italy,1.72,61.0,rome,517,778,258,122,1130,1291,0,4,0,0,15,1311,130,378,130,260,393,159,valerio-conti,https://www.procyclingstats.com/rider/valerio-conti
782,german nicolás  tivani ,team corratec,team-corratec-2023,1995-10-31,argentina,1.76,67.0,pocito,176,241,66,608,74,471,403,2,40,215,99,466,0,0,36,659,57,856,german-nicolas-tivani-perez,https://www.procyclingstats.com/rider/german-nicolas-tivani-perez
783,etienne van empel ,team corratec,team-corratec-2023,1994-04-14,netherlands,1.86,64.0,tricht,83,167,0,77,104,1778,2235,0,0,0,6,1763,5,1684,26,783,150,419,etienne-van-empel,https://www.procyclingstats.com/rider/etienne-van-empel
784,attilio  viviani ,team corratec,team-corratec-2023,1996-10-18,italy,1.74,69.0,vallese,97,58,0,339,10,1019,1948,2,7,602,21,1132,45,728,56,488,87,669,attilio-viviani,https://www.procyclingstats.com/rider/attilio-viviani
785,alexander  konychev ,team corratec,team-corratec-2023,1998-07-25,italy,1.85,76.0,verona,155,15,37,82,20,984,2216,0,0,0,30,954,25,957,49,529,75,739,alexander-konychev,https://www.procyclingstats.com/rider/alexander-konychev
786,veljko  stojnić ,team corratec,team-corratec-2023,1999-02-04,serbia,1.87,73.0,sombor,21,28,132,59,36,1100,1432,2,0,0,24,1076,12,1321,45,567,17,1415,veljko-stojnic,https://www.procyclingstats.com/rider/veljko-stojnic
787,nicolas  dalla valle ,team corratec,team-corratec-2023,1997-09-13,italy,,73.0,cittadella,18,16,172,190,51,582,1159,0,4,759,81,550,5,1679,0,0,7,1870,nicolas-dalla-valle,https://www.procyclingstats.com/rider/nicolas-dalla-valle
788,stefano  gandin ,team corratec,team-corratec-2023,1996-03-28,italy,1.85,69.0,vittorio veneto,30,9,1,91,44,979,1291,1,0,0,30,972,20,1072,0,0,25,1210,stefano-gandin,https://www.procyclingstats.com/rider/stefano-gandin
789,samuele  zambelli ,team corratec,team-corratec-2023,1998-04-02,italy,1.8,70.0,rovereto,58,0,3,136,22,2252,0,0,0,0,1,2187,43,749,0,0,22,1284,samuele-zambelli,https://www.procyclingstats.com/rider/samuele-zambelli
790,antonio  barać ,team corratec,team-corratec-2023,1997-01-19,croatia,1.9,73.0,livno,19,26,30,42,17,1079,849,0,0,0,25,1069,0,0,7,1244,6,1977,antonio-barac,https://www.procyclingstats.com/rider/antonio-barac
791,alessandro  iacchi ,team corratec,team-corratec-2023,1999-05-26,italy,1.7,59.0,borgo san lorenzo,8,45,0,7,15,799,1198,0,0,0,45,775,0,0,0,0,0,0,alessandro-iacchi,https://www.procyclingstats.com/rider/alessandro-iacchi
792,charlie  quarterman ,team corratec,team-corratec-2023,1998-09-06,great britain,1.8,75.0,oxford,5,24,61,20,4,1785,1778,0,0,0,6,1750,15,1170,10,1127,1,2535,charlie-quarterman,https://www.procyclingstats.com/rider/charlie-quarterman
793,lorenzo  quartucci ,team corratec,team-corratec-2023,1999-04-05,italy,1.7,64.0,sansepolcro,21,4,0,27,13,1520,1407,0,0,0,10,1465,22,1012,0,0,0,0,lorenzo-quartucci2,https://www.procyclingstats.com/rider/lorenzo-quartucci2
794,marco  murgano ,team corratec,team-corratec-2023,1998-03-29,italy,,,none,21,26,18,5,28,0,0,0,0,0,0,0,0,0,0,0,22,1303,marco-murgano,https://www.procyclingstats.com/rider/marco-murgano
795,karel  vacek ,team corratec,team-corratec-2023,2000-09-09,czech republic,1.78,60.0,prague,55,4,0,0,19,1790,1803,0,0,0,6,1748,0,0,0,0,4,2186,karel-vacek,https://www.procyclingstats.com/rider/karel-vacek
796,jan  stöckli ,team corratec,team-corratec-2023,1999-01-08,switzerland,,,none,0,6,0,12,1,0,2585,0,0,0,0,0,7,1612,0,0,0,0,jan-stockli,https://www.procyclingstats.com/rider/jan-stockli
797,giulio  masotto ,team corratec,team-corratec-2023,1999-05-14,italy,1.85,,vérone,1,10,10,16,5,0,0,0,0,0,0,0,4,1794,0,0,0,0,giulio-masotto,https://www.procyclingstats.com/rider/giulio-masotto
798,davide  baldaccini ,team corratec,team-corratec-2023,1998-05-22,italy,1.76,,san giovanni bianco,1,45,0,2,17,0,0,0,0,0,0,0,0,0,1,1650,0,0,davide-baldaccini,https://www.procyclingstats.com/rider/davide-baldaccini
799,matteo  amella ,team corratec,team-corratec-2023,2001-10-26,italy,,,verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matteo-amella,https://www.procyclingstats.com/rider/matteo-amella
800,simone  olivero ,team corratec,team-corratec-2023,2001-04-29,italy,1.7,62.0,savigliano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,simone-olivero,https://www.procyclingstats.com/rider/simone-olivero
801,aaron van poucke ,team flanders - baloise,team-flanders--baloise-2023,1998-04-04,belgium,1.77,68.0,bruges,135,136,0,120,70,348,422,0,6,644,155,337,61,617,29,744,29,1135,aaron-van-poucke,https://www.procyclingstats.com/rider/aaron-van-poucke
802,kamiel  bonneu ,team flanders - baloise,team-flanders--baloise-2023,1999-08-01,belgium,1.78,62.0,hamont-achel,50,18,0,0,93,426,455,2,0,0,118,414,0,0,0,0,0,0,kamiel-bonneu,https://www.procyclingstats.com/rider/kamiel-bonneu
803,jenno  berckmoes ,team flanders - baloise,team-flanders--baloise-2023,2001-02-04,belgium,1.77,61.0,ghent,84,32,17,20,50,429,441,0,32,252,85,523,0,0,0,0,0,0,jenno-berckmoes,https://www.procyclingstats.com/rider/jenno-berckmoes
804,lindsay de vylder ,team flanders - baloise,team-flanders--baloise-2023,1995-05-30,belgium,1.83,70.0,wetteren,98,5,0,80,32,959,1465,0,6,638,34,911,14,1236,8,1177,15,1469,lindsay-de-vylder,https://www.procyclingstats.com/rider/lindsay-de-vylder
805,ward  vanhoof ,team flanders - baloise,team-flanders--baloise-2023,1999-04-18,belgium,1.86,75.0,mol,94,140,12,59,26,652,761,0,8,557,59,660,20,1073,0,0,7,1922,ward-vanhoof,https://www.procyclingstats.com/rider/ward-vanhoof
806,ruben  apers ,team flanders - baloise,team-flanders--baloise-2023,1998-08-25,belgium,1.79,70.0,vrasene,88,1,16,49,11,724,921,0,0,0,59,662,29,905,1,1627,0,0,ruben-apers,https://www.procyclingstats.com/rider/ruben-apers
807,aaron  verwilst ,team flanders - baloise,team-flanders--baloise-2023,1997-05-02,belgium,1.82,68.0,ruiselede,76,5,2,51,10,1495,0,0,0,0,15,1318,0,0,0,0,51,908,aaron-verwilst,https://www.procyclingstats.com/rider/aaron-verwilst
808,vito  braet ,team flanders - baloise,team-flanders--baloise-2023,2000-11-02,belgium,1.84,68.0,zwevezele,94,1,6,68,8,542,651,0,40,217,56,679,2,1928,0,0,0,0,vito-braet,https://www.procyclingstats.com/rider/vito-braet
809,milan  fretin ,team flanders - baloise,team-flanders--baloise-2023,2001-03-19,belgium,1.82,70.0,genk,59,12,1,85,20,686,698,0,0,0,69,599,10,1437,0,0,0,0,milan-fretin,https://www.procyclingstats.com/rider/milan-fretin
810,gilles de wilde ,team flanders - baloise,team-flanders--baloise-2023,1999-10-12,belgium,1.83,75.0,none,75,0,11,14,2,677,622,0,5,746,55,689,9,1440,6,1276,0,0,gilles-de-wilde,https://www.procyclingstats.com/rider/gilles-de-wilde
811,jules  hesters ,team flanders - baloise,team-flanders--baloise-2023,1998-11-11,belgium,1.8,72.0,ghent,74,0,0,77,0,1422,2448,0,0,0,42,816,33,839,0,0,0,0,jules-hesters,https://www.procyclingstats.com/rider/jules-hesters
812,alex  colman ,team flanders - baloise,team-flanders--baloise-2023,1998-07-22,belgium,1.84,73.0,moerzeke,60,0,2,64,8,1506,1947,0,5,696,5,1859,20,1055,0,0,24,1253,alex-colman,https://www.procyclingstats.com/rider/alex-colman
813,sander de pestel ,team flanders - baloise,team-flanders--baloise-2023,1998-10-11,belgium,1.84,74.0,sint-niklaas,29,4,2,32,7,1128,2238,0,0,0,27,1028,5,1680,0,0,1,2551,sander-de-pestel,https://www.procyclingstats.com/rider/sander-de-pestel
814,vincent van hemelen ,team flanders - baloise,team-flanders--baloise-2023,2000-11-02,belgium,1.92,69.0,herentals,16,18,21,12,14,1154,1058,0,0,0,21,1137,14,1256,0,0,0,0,vincent-van-hemelen,https://www.procyclingstats.com/rider/vincent-van-hemelen
815,toon  clynhens ,team flanders - baloise,team-flanders--baloise-2023,2001-02-09,belgium,1.79,61.0,hever,2,20,0,0,24,1629,1271,0,0,0,8,1589,16,1150,0,0,0,0,toon-clynhens,https://www.procyclingstats.com/rider/toon-clynhens
816,tuur  dens ,team flanders - baloise,team-flanders--baloise-2023,2000-06-26,belgium,1.84,81.0,none,5,0,0,5,0,1865,0,0,0,0,5,1830,0,0,0,0,0,0,tuur-dens,https://www.procyclingstats.com/rider/tuur-dens
817,elias  maris ,team flanders - baloise,team-flanders--baloise-2023,1999-10-05,belgium,,,none,14,4,0,15,24,0,2535,0,0,0,4,1888,0,0,0,0,0,0,elias-maris,https://www.procyclingstats.com/rider/elias-maris
818,arno  claeys ,team flanders - baloise,team-flanders--baloise-2023,2000-04-20,belgium,1.89,72.0,ghent,0,3,18,0,4,2031,2290,0,0,0,3,2016,0,0,0,0,0,0,arno-claeys,https://www.procyclingstats.com/rider/arno-claeys
819,vince  gerits ,team flanders - baloise,team-flanders--baloise-2023,1997-09-26,belgium,,,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,vince-gerits,https://www.procyclingstats.com/rider/vince-gerits
820,noah  vandenbranden ,team flanders - baloise,team-flanders--baloise-2023,2002-07-29,belgium,,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noah-vandenbranden,https://www.procyclingstats.com/rider/noah-vandenbranden
821,péter  kusztor ,team novo nordisk,team-novo-nordisk-2023,1984-12-27,hungary,1.79,61.0,budapest,301,249,256,698,129,1145,1502,3,16,400,5,1863,5,1688,14,1029,20,1335,peter-kusztor,https://www.procyclingstats.com/rider/peter-kusztor
822,andrea  peron ,team novo nordisk,team-novo-nordisk-2023,1988-10-28,italy,1.78,70.0,borgoricco,123,73,30,704,81,846,1046,0,0,0,40,844,11,1345,2,1551,69,781,andrea-peron,https://www.procyclingstats.com/rider/andrea-peron
823,david  lozano ,team novo nordisk,team-novo-nordisk-2023,1988-12-21,spain,1.78,63.0,terrassa,61,146,0,86,116,970,1217,0,0,0,31,944,5,1704,5,1309,68,786,david-lozano,https://www.procyclingstats.com/rider/david-lozano
