0,fullname,team,team_code,country,height,weight,birthplace,rider_code,age,nb_race_flat,nb_win_flat,nb_pod_flat,nb_top10_flat,pts_flat,avg_rnk_flat,pct_win_flat,pct_pod_flat,pct_top10_flat,avg_pts_flat,nb_race_climb,nb_win_climb,nb_pod_climb,nb_top10_climb,pts_climb,avg_rnk_climb,pct_win_climb,pct_pod_climb,pct_top10_climb,avg_pts_climb,nb_race_time_trial,nb_win_time_trial,nb_pod_time_trial,nb_top10_time_trial,pts_time_trial,avg_rnk_time_trial,pct_win_time_trial,pct_pod_time_trial,pct_top10_time_trial,avg_pts_time_trial,nb_gc_finished,nb_win_gc,nb_pod_gc,nb_top10_gc,pts_gc,pct_win_gc,pct_pod_gc,pct_top10_gc,avg_pts_gc,nb_race_one_day,nb_win_one_day,nb_pod_one_day,nb_top10_one_day,pts_one_day,avg_rnk_one_day,pct_win_one_day,pct_pod_one_day,pct_top10_one_day,avg_pts_one_day,nb_dnf_otl,pct_dnf_otl,group
696,alessandro  santaromita ,green project-bardiani csf-faizanè,green-project-bardiani-csf-faizane-2023,italy,,,varese,alessandro-santaromita,23,3,0,0,0,0,,0,0,0,0,7,0,0,0,0,74.66666667,0,0,0,0,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,74.66666667,0,0,0,0,7,0.7,rookie
697,luca  paletti ,green project-bardiani csf-faizanè,green-project-bardiani-csf-faizane-2023,italy,,,none,luca-paletti,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rookie
698,matteo  scalco ,green project-bardiani csf-faizanè,green-project-bardiani-csf-faizane-2023,italy,,,none,matteo-scalco,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rookie
699,alessio  nieri ,green project-bardiani csf-faizanè,green-project-bardiani-csf-faizane-2023,italy,,,pontedera,alessio-nieri,21,1,0,0,0,0,96,0,0,0,0,8,0,0,0,0,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,58,0,0,0,0,6,0.666666667,rookie
700,giulio  pellizzari ,green project-bardiani csf-faizanè,green-project-bardiani-csf-faizane-2023,italy,,,san severino marche,giulio-pellizzari,19,1,0,0,0,0,106,0,0,0,0,2,0,0,0,0,54.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,71.66666667,0,0,0,0,0,0,rookie
701,lorenzo  conforti ,green project-bardiani csf-faizanè,green-project-bardiani-csf-faizane-2023,italy,,,none,lorenzo-conforti,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rookie
702,chad  haga ,human powered health,human-powered-health-2023,united states,1.91,71.5,mckinney,chad-haga,34,29,0,0,0,5,115.6428571,0,0,0,0.172413793,104,0,0,0,23,96.45652174,0,0,0,0.221153846,14,1,1,3,129,23.28571429,0.071428571,0.071428571,0.214285714,9.214285714,9,0,0,0,95,0,0,0,10.55555556,22,0,0,0,28,63.09090909,0,0,0,1.272727273,12,0.081632653,peloton-guy
703,august  jensen ,human powered health,human-powered-health-2023,norway,1.76,67,bodø,august-jensen,31,34,0,0,1,48,68.58333333,0,0,0.029411765,1.411764706,20,0,0,1,39,66.76470588,0,0,0.05,1.95,,,,,,,,,,,,,,,,,,,,54,0,0,2,87,67.82926829,0,0,0.037037037,1.611111111,12,0.222222222,rookie
704,stanisław  aniołkowski ,human powered health,human-powered-health-2023,poland,1.81,68,warsaw,stanislaw-aniolkowski,26,48,0,0,9,326,34.29268293,0,0,0.1875,6.791666667,24,0,0,2,62,67.84210526,0,0,0.083333333,2.583333333,3,0,0,0,0,121.3333333,0,0,0,0,3,0,0,0,15,0,0,0,5,54,0,0,9,383,43.47619048,0,0,0.166666667,7.092592593,12,0.16,peloton-guy
705,gijs van hoecke ,human powered health,human-powered-health-2023,belgium,1.86,78,gent,gijs-van-hoecke,31,58,0,0,0,84,63.26530612,0,0,0,1.448275862,52,0,0,1,78,74.66666667,0,0,0.019230769,1.5,4,0,0,0,0,48.25,0,0,0,0,6,0,0,0,30,0,0,0,5,74,0,0,1,162,70.55172414,0,0,0.013513514,2.189189189,16,0.140350877,peloton-guy
706,alan  banaszek ,human powered health,human-powered-health-2023,poland,1.81,75,warsaw,alan-banaszek,25,3,0,0,1,20,37,0,0,0.333333333,6.666666667,5,0,0,0,0,129.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,5,0,0,1,20,64.25,0,0,0.2,4,2,0.25,rookie
707,colin  joyce ,human powered health,human-powered-health-2023,united states,1.78,,pocatello,colin-joyce,28,27,0,0,0,31,58.43478261,0,0,0,1.148148148,25,0,0,0,5,85.10526316,0,0,0,0.2,3,0,0,0,0,126,0,0,0,0,2,0,0,0,10,0,0,0,5,40,0,0,0,36,61.73333333,0,0,0,0.9,9,0.163636364,rookie
708,benjamin  perry ,human powered health,human-powered-health-2023,canada,1.81,71,st. catharines,benjamin-perry,29,17,0,0,0,25,89,0,0,0,1.470588235,17,0,0,0,20,76.54545455,0,0,0,1.176470588,,,,,,,,,,,1,0,0,0,5,0,0,0,5,26,0,0,0,45,79.76470588,0,0,0,1.730769231,10,0.294117647,rookie
709,sebastian  schönberger ,human powered health,human-powered-health-2023,austria,1.82,64,linz,sebastian-schonberger,28,14,0,1,1,40,50.28571429,0,0.071428571,0.071428571,2.857142857,69,0,0,3,145,51.42622951,0,0,0.043478261,2.101449275,5,0,0,0,0,120.6,0,0,0,0,5,0,0,0,85,0,0,0,17,39,0,1,3,183,41.35483871,0,0.025641026,0.076923077,4.692307692,8,0.090909091,peloton-guy
710,sasha  weemaes ,human powered health,human-powered-health-2023,belgium,1.77,73,sint-niklaas,sasha-weemaes,25,36,0,2,6,232,51.86956522,0,0.055555556,0.166666667,6.444444444,10,0,0,0,5,94,0,0,0,0.5,,,,,,,,,,,,,,,,,,,,46,0,2,6,237,58.11111111,0,0.043478261,0.130434783,5.152173913,19,0.413043478,rookie
711,barnabás  peák ,human powered health,human-powered-health-2023,hungary,1.83,74,budapest,barnabas-peak,24,30,0,1,1,100,81.44444444,0,0.033333333,0.033333333,3.333333333,54,0,0,1,45,87.95121951,0,0,0.018518519,0.833333333,8,0,0,0,20,48.875,0,0,0,2.5,4,0,0,0,35,0,0,0,8.75,46,0,1,2,142,64.96666667,0,0.02173913,0.043478261,3.086956522,16,0.173913043,peloton-guy
712,adam de vos ,human powered health,human-powered-health-2023,canada,1.88,,victoria,adam-de-vos,29,22,0,0,0,0,80.54545455,0,0,0,0,15,0,0,0,27,53.09090909,0,0,0,1.8,,,,,,,,,,,,,,,,,,,,37,0,0,0,27,66.81818182,0,0,0,0.72972973,15,0.405405405,rookie
713,pier-andré  coté ,human powered health,human-powered-health-2023,canada,1.83,,gaspé,pier-andre-cote,25,28,0,0,1,63,51.13636364,0,0,0.035714286,2.25,19,0,0,1,39,54.85714286,0,0,0.052631579,2.052631579,,,,,,,,,,,1,0,0,0,5,0,0,0,5,41,0,0,2,102,49.63333333,0,0,0.048780488,2.487804878,11,0.234042553,rookie
714,kristian  aasvold ,human powered health,human-powered-health-2023,norway,1.73,61,snåsa,kristian-aasvold,27,5,0,0,1,14,36.6,0,0,0.2,2.8,15,0,0,0,1,67.15384615,0,0,0,0.066666667,1,0,0,0,0,32,0,0,0,0,1,0,0,0,5,0,0,0,5,13,0,0,1,15,49.63636364,0,0,0.076923077,1.153846154,2,0.095238095,rookie
715,paul  double ,human powered health,human-powered-health-2023,great britain,1.71,56,winchester,paul-double,26,1,0,0,0,0,60,0,0,0,0,16,0,0,2,50,38.66666667,0,0,0.125,3.125,,,,,,,,,,,,,,,,,,,,17,0,0,2,50,41.71428571,0,0,0.117647059,2.941176471,10,0.588235294,rookie
716,matthew  gibson ,human powered health,human-powered-health-2023,great britain,1.83,76,warrington,matthew-gibson,26,16,0,0,1,4,68,0,0,0.0625,0.25,6,0,0,0,0,95,0,0,0,0,,,,,,,,,,,1,0,0,0,5,0,0,0,5,16,0,0,0,0,89.66666667,0,0,0,0,10,0.454545455,rookie
717,stephen  bassett ,human powered health,human-powered-health-2023,united states,1.91,,knoxville,stephen-bassett,27,23,0,0,0,5,76.14285714,0,0,0,0.217391304,23,0,0,0,4,53.1,0,0,0,0.173913043,,,,,,,,,,,,,,,,,,,,46,0,0,0,9,66.54166667,0,0,0,0.195652174,22,0.47826087,rookie
718,scott  mcgill ,human powered health,human-powered-health-2023,united states,,,fallston,scott-mcgill,24,1,0,0,0,0,,0,0,0,0,1,0,0,0,15,86,0,0,0,15,,,,,,,,,,,,,,,,,,,,2,0,0,0,15,86,0,0,0,7.5,1,0.5,rookie
719,gage  hecht ,human powered health,human-powered-health-2023,united states,1.8,72,new orleans,gage-hecht,25,7,0,0,0,0,92,0,0,0,0,9,0,0,0,0,111,0,0,0,0,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,101.5,0,0,0,0,8,0.5,rookie
720,bart  lemmen ,human powered health,human-powered-health-2023,netherlands,,,none,bart-lemmen,27,1,0,0,0,2,19,0,0,0,2,2,0,0,1,14,10,0,0,0.5,7,,,,,,,,,,,,,,,,,,,,3,0,0,1,16,14.5,0,0,0.333333333,5.333333333,1,0.333333333,rookie
721,wessel  krul ,human powered health,human-powered-health-2023,netherlands,1.83,75,enkhuizen,wessel-krul,23,16,0,0,1,37,35.875,0,0,0.0625,2.3125,2,0,0,0,0,65.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,18,0,0,1,37,41.8,0,0,0.055555556,2.055555556,8,0.421052632,rookie
722,embret  svestad-bårdseng ,human powered health,human-powered-health-2023,norway,,,oslo,embret-svestad-bardseng,20,1,0,0,0,0,43,0,0,0,0,2,0,0,0,0,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,40.33333333,0,0,0,0,0,0,rookie
723,charles-étienne  chrétien ,human powered health,human-powered-health-2023,canada,1.77,65,amos,charlesetienne-chretien,23,3,0,0,0,0,53,0,0,0,0,10,0,0,0,5,87.83333333,0,0,0,0.5,,,,,,,,,,,,,,,,,,,,13,0,0,0,5,79.125,0,0,0,0.384615385,4,0.307692308,rookie
724,cory  greenberg ,human powered health,human-powered-health-2023,united states,1.77,72,simi valley,cory-greenberg,35,1,0,0,0,0,143,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,143,0,0,0,0,0,0,rookie
725,chris  froome ,israel - premier tech,israel-premier-tech-2023,great britain,1.86,68,nairobi,christopher-froome,37,27,0,0,0,0,109,0,0,0,0,99,0,1,1,62,90.41304348,0,0.01010101,0.01010101,0.626262626,12,0,0,0,0,91.36363636,0,0,0,0,10,0,0,0,100,0,0,0,10,6,0,0,0,12,11,0,0,0,2,5,0.036231884,peloton-guy
726,jakob  fuglsang ,israel - premier tech,israel-premier-tech-2023,denmark,1.81,65,geneva,jakob-fuglsang,37,32,0,0,0,0,62.77777778,0,0,0,0,143,5,14,39,2262,31.28985507,0.034965035,0.097902098,0.272727273,15.81818182,17,0,0,2,10,37.47058824,0,0,0.117647059,0.588235294,11,1,4,5,1059,0.090909091,0.363636364,0.454545455,96.27272727,36,3,6,13,1816,25.03225806,0.083333333,0.166666667,0.361111111,50.44444444,7,0.036458333,climber
727,giacomo  nizzolo ,israel - premier tech,israel-premier-tech-2023,italy,1.84,72,milan,giacomo-nizzolo,34,61,2,12,37,1599,16.53571429,0.032786885,0.196721311,0.606557377,26.21311475,83,1,4,11,697,83.36764706,0.012048193,0.048192771,0.13253012,8.397590361,7,0,0,0,0,123.1428571,0,0,0,0,3,0,0,0,10,0,0,0,3.333333333,60,2,10,26,1753,14.52083333,0.033333333,0.166666667,0.433333333,29.21666667,15,0.099337748,sprinter
728,sep  vanmarcke ,israel - premier tech,israel-premier-tech-2023,belgium,1.9,77,kortrijk,sep-vanmarcke,34,55,1,2,5,526,63.52083333,0.018181818,0.036363636,0.090909091,9.563636364,63,1,1,6,520,63.01785714,0.015873016,0.015873016,0.095238095,8.253968254,8,0,0,0,0,73.625,0,0,0,0,6,0,0,0,75,0,0,0,12.5,67,2,3,9,1033,43.16363636,0.029850746,0.044776119,0.134328358,15.41791045,13,0.103174603,peloton-guy
729,ben  hermans ,israel - premier tech,israel-premier-tech-2023,belgium,1.86,72,hasselt,ben-hermans,36,16,0,0,0,0,95,0,0,0,0,58,1,2,7,367,47,0.017241379,0.034482759,0.120689655,6.327586207,5,0,0,0,0,56.8,0,0,0,0,5,0,0,0,104,0,0,0,20.8,26,1,2,4,337,22.57894737,0.038461538,0.076923077,0.153846154,12.96153846,7,0.088607595,peloton-guy
730,michael  woods ,israel - premier tech,israel-premier-tech-2023,canada,1.75,64,toronto,michael-woods,36,27,0,0,0,0,88.79166667,0,0,0,0,141,3,14,44,2059,36.6,0.021276596,0.09929078,0.312056738,14.60283688,14,0,0,0,0,78.85714286,0,0,0,0,12,0,0,5,722,0,0,0.416666667,60.16666667,35,1,5,17,1489,17.32142857,0.028571429,0.142857143,0.485714286,42.54285714,7,0.038461538,climber
731,daryl  impey ,israel - premier tech,israel-premier-tech-2023,south africa,1.81,70,johannesburg,daryl-impey,38,33,0,1,1,54,83.93939394,0,0.03030303,0.03030303,1.636363636,122,3,11,14,853,66.21052632,0.024590164,0.090163934,0.114754098,6.991803279,9,0,0,0,0,59,0,0,0,0,13,1,1,1,360,0.076923077,0.076923077,0.076923077,27.69230769,35,0,3,3,524,50.14285714,0,0.085714286,0.085714286,14.97142857,7,0.042682927,climber
732,dylan  teuns ,israel - premier tech,israel-premier-tech-2023,belgium,1.81,64,diest,dylan-teuns,31,42,0,0,3,156,59.425,0,0,0.071428571,3.714285714,139,5,6,26,1376,37.62121212,0.035971223,0.043165468,0.18705036,9.899280576,14,0,0,2,18,30.57142857,0,0,0.142857143,1.285714286,13,0,0,2,729,0,0,0.153846154,56.07692308,48,1,1,10,971,33.19512195,0.020833333,0.020833333,0.208333333,20.22916667,8,0.041025641,climber
733,simon  clarke ,israel - premier tech,israel-premier-tech-2023,australia,1.75,63,melbourne,simon-clarke,36,40,1,1,2,188,70.375,0.025,0.025,0.05,4.7,150,1,7,22,1135,64.45185185,0.006666667,0.046666667,0.146666667,7.566666667,16,0,0,0,0,98.0625,0,0,0,0,12,0,0,2,250,0,0,0.166666667,20.83333333,53,1,6,15,1117,30.86363636,0.018867925,0.113207547,0.283018868,21.0754717,12,0.058252427,climber
734,tom van asbroeck ,israel - premier tech,israel-premier-tech-2023,belgium,1.82,72,aalst,tom-van-asbroeck,32,64,0,0,8,480,38.39344262,0,0,0.125,7.5,55,0,0,2,118,55.84313725,0,0,0.036363636,2.145454545,4,0,0,0,0,107.5,0,0,0,0,3,0,0,0,54,0,0,0,18,84,0,0,9,588,41.07692308,0,0,0.107142857,7,5,0.040650407,peloton-guy
735,hugo  houle ,israel - premier tech,israel-premier-tech-2023,canada,1.82,72,sainte-perpétue,hugo-houle,32,54,0,0,0,58,64.72916667,0,0,0,1.074074074,135,1,2,6,360,52.416,0.007407407,0.014814815,0.044444444,2.666666667,19,0,0,0,40,46.55555556,0,0,0,2.105263158,13,0,0,0,334,0,0,0,25.69230769,54,0,0,0,204,51,0,0,0,3.777777778,14,0.067307692,peloton-guy
736,guillaume  boivin ,israel - premier tech,israel-premier-tech-2023,canada,1.8,78,montreal,guillaume-boivin,33,60,0,0,2,136,52.16326531,0,0,0.033333333,2.266666667,101,0,0,3,203,87.17241379,0,0,0.02970297,2.00990099,12,0,0,0,0,117.0833333,0,0,0,0,7,0,0,0,65,0,0,0,9.285714286,74,0,0,4,323,49.01923077,0,0,0.054054054,4.364864865,21,0.121387283,peloton-guy
737,krists  neilands ,israel - premier tech,israel-premier-tech-2023,latvia,1.89,69,ventspils,krists-neilands,28,27,0,0,0,19,86.56521739,0,0,0,0.703703704,105,0,0,4,234,73.95959596,0,0,0.038095238,2.228571429,13,0,0,0,0,64.38461538,0,0,0,0,9,0,0,0,113,0,0,0,12.55555556,40,0,0,2,234,49.64516129,0,0,0.05,5.85,9,0.062068966,peloton-guy
738,rick  zabel ,israel - premier tech,israel-premier-tech-2023,germany,1.84,77,unna,rick-zabel,29,55,0,0,1,81,45,0,0,0.018181818,1.472727273,94,0,0,1,69,108.3411765,0,0,0.010638298,0.734042553,14,0,0,0,0,114.2857143,0,0,0,0,9,0,0,0,80,0,0,0,8.888888889,40,0,0,1,122,59.11111111,0,0,0.025,3.05,13,0.079754601,peloton-guy
739,reto  hollenstein ,israel - premier tech,israel-premier-tech-2023,switzerland,1.97,80,frauenfeld,reto-hollenstein,37,52,0,0,0,33,79.38,0,0,0,0.634615385,136,0,0,0,95,91.088,0,0,0,0.698529412,16,0,0,0,0,84.0625,0,0,0,0,12,0,0,0,125,0,0,0,10.41666667,61,0,0,0,128,72.48979592,0,0,0,2.098360656,11,0.053921569,peloton-guy
740,nick  schultz ,israel - premier tech,israel-premier-tech-2023,australia,1.8,68,brisbane,nick-schultz,28,39,0,0,0,20,77.58974359,0,0,0,0.512820513,138,0,1,5,252,56.80487805,0,0.007246377,0.036231884,1.826086957,13,0,0,0,0,74.15384615,0,0,0,0,12,0,0,0,258,0,0,0,21.5,37,0,0,0,162,52.6,0,0,0,4.378378378,14,0.073684211,peloton-guy
741,mads  würtz schmidt ,israel - premier tech,israel-premier-tech-2023,denmark,1.76,70,randers,mads-wurtz-schmidt,28,45,0,0,1,19,88.5625,0,0,0.022222222,0.422222222,71,1,1,4,175,79.49152542,0.014084507,0.014084507,0.056338028,2.464788732,9,0,0,0,0,45.77777778,0,0,0,0,9,0,0,0,91,0,0,0,10.11111111,34,0,0,2,127,66.33333333,0,0,0.058823529,3.735294118,21,0.168,peloton-guy
742,corbin  strong ,israel - premier tech,israel-premier-tech-2023,new zealand,1.73,63,invercargill,corbin-strong,22,12,0,0,2,65,35.55555556,0,0,0.166666667,5.416666667,23,0,1,5,259,43.9375,0,0.043478261,0.217391304,11.26086957,,,,,,,,,,,1,0,0,0,7,0,0,0,7,21,0,1,5,311,31,0,0.047619048,0.238095238,14.80952381,8,0.222222222,rookie
743,itamar  einhorn ,israel - premier tech,israel-premier-tech-2023,israel,1.72,72,modi'in,itamar-einhorn,25,35,0,0,6,174,44.62068966,0,0,0.171428571,4.971428571,34,0,0,0,2,116.0416667,0,0,0,0.058823529,1,0,0,0,0,141,0,0,0,0,2,0,0,0,10,0,0,0,5,32,0,0,2,129,57.25,0,0,0.0625,4.03125,15,0.214285714,rookie
744,omer  goldstein ,israel - premier tech,israel-premier-tech-2023,israel,1.74,61,misgav,omer-goldstein,26,35,0,0,0,6,72.93939394,0,0,0,0.171428571,107,0,0,1,59,83.34831461,0,0,0.009345794,0.551401869,8,0,0,0,0,90.625,0,0,0,0,9,0,0,0,95,0,0,0,10.55555556,48,0,0,0,49,59.60714286,0,0,0,1.020833333,20,0.133333333,peloton-guy
745,stephen  williams ,israel - premier tech,israel-premier-tech-2023,great britain,1.83,59,aberystwyth,stephen-williams,26,10,0,0,0,0,120.25,0,0,0,0,62,1,1,2,107,80.68627451,0.016129032,0.016129032,0.032258065,1.725806452,7,0,0,0,0,87.85714286,0,0,0,0,5,0,0,0,25,0,0,0,5,22,0,0,0,54,68.30769231,0,0,0,2.454545455,10,0.126582278,rookie
746,sebastian  berwick ,israel - premier tech,israel-premier-tech-2023,australia,1.75,59,brisbane,sebastian-berwick,23,17,0,0,0,0,107.3125,0,0,0,0,52,0,0,0,10,91.43902439,0,0,0,0.192307692,5,0,0,0,0,110.8,0,0,0,0,4,0,0,0,98,0,0,0,24.5,21,0,0,0,10,74.53846154,0,0,0,0.476190476,8,0.108108108,rookie
747,jens  reynders ,israel - premier tech,israel-premier-tech-2023,belgium,1.84,76,tongeren,jens-reynders,24,33,0,0,4,150,37.96428571,0,0,0.121212121,4.545454545,16,0,0,1,38,53.33333333,0,0,0.0625,2.375,,,,,,,,,,,,,,,,,,,,49,0,0,5,188,42.575,0,0,0.102040816,3.836734694,9,0.176470588,rookie
748,guy  sagiv ,israel - premier tech,israel-premier-tech-2023,israel,1.8,68,namur,guy-sagiv,28,26,0,0,0,10,103.5555556,0,0,0,0.384615385,52,0,0,0,20,116.2352941,0,0,0,0.384615385,4,0,0,0,0,128.5,0,0,0,0,2,0,0,0,10,0,0,0,5,43,0,0,0,30,101.6666667,0,0,0,0.697674419,26,0.317073171,rookie
749,matthew  riccitello ,israel - premier tech,israel-premier-tech-2023,united states,1.72,55,tucson,matthew-riccitello,21,7,0,0,0,0,69,0,0,0,0,5,0,0,0,0,35.33333333,0,0,0,0,1,0,0,0,0,30,0,0,0,0,1,0,0,0,32,0,0,0,32,6,0,0,0,0,55.66666667,0,0,0,0,3,0.214285714,rookie
750,taj  jones ,israel - premier tech,israel-premier-tech-2023,australia,1.88,72,nambour,taj-jones,22,29,0,0,1,17,79.82608696,0,0,0.034482759,0.586206897,24,0,0,0,5,98.8125,0,0,0,0.208333333,3,0,0,0,0,108.3333333,0,0,0,0,4,0,0,0,15,0,0,0,3.75,24,0,0,0,20,79.07692308,0,0,0,0.833333333,14,0.25,rookie
751,derek  gee ,israel - premier tech,israel-premier-tech-2023,canada,1.89,76,ottawa,derek-gee,25,10,0,0,0,16,54.44444444,0,0,0,1.6,13,0,0,0,5,58.1,0,0,0,0.384615385,1,0,0,0,10,19,0,0,0,10,2,0,0,0,10,0,0,0,5,12,0,0,0,21,58.125,0,0,0,1.75,3,0.125,rookie
752,marco  frigo ,israel - premier tech,israel-premier-tech-2023,italy,1.88,65,bassano del grappa,marco-frigo,23,3,0,0,0,0,61,0,0,0,0,6,0,0,0,0,52.6,0,0,0,0,1,0,0,0,0,33,0,0,0,0,,,,,,,,,,9,0,0,0,0,55.75,0,0,0,0,1,0.090909091,rookie
753,mason  hollyman ,israel - premier tech,israel-premier-tech-2023,great britain,1.74,59,huddersfield,mason-hollyman,22,,,,,,,,,,,11,0,0,0,3,41.6,0,0,0,0.272727273,,,,,,,,,,,,,,,,,,,,11,0,0,0,3,41.6,0,0,0,0.272727273,6,0.545454545,rookie
754,caleb  ewan ,lotto dstny,lotto-dstny-2023,australia,1.67,69,sydney,caleb-ewan,28,68,14,32,44,2169,23.60655738,0.205882353,0.470588235,0.647058824,31.89705882,98,4,11,15,1123,106.3563218,0.040816327,0.112244898,0.153061224,11.45918367,12,0,0,0,0,142.4166667,0,0,0,0,10,0,0,0,105,0,0,0,10.5,23,3,10,12,1301,12.28571429,0.130434783,0.434782609,0.52173913,56.56521739,12,0.06741573,sprinter
755,thomas de gendt ,lotto dstny,lotto-dstny-2023,belgium,1.79,73,sint-niklaas,thomas-de-gendt,36,76,0,0,0,0,116.5068493,0,0,0,0,212,4,6,8,395,75.82722513,0.018867925,0.028301887,0.037735849,1.863207547,25,0,2,4,122,34.8,0,0.08,0.16,4.88,22,0,0,0,211,0,0,0,9.590909091,23,0,0,0,20,79,0,0,0,0.869565217,19,0.060702875,peloton-guy
756,victor  campenaerts ,lotto dstny,lotto-dstny-2023,belgium,1.73,68,hoboken,victor-campenaerts,31,55,1,1,4,301,53.54716981,0.018181818,0.018181818,0.072727273,5.472727273,84,1,2,5,272,84.36708861,0.011904762,0.023809524,0.05952381,3.238095238,13,1,4,6,297,19.30769231,0.076923077,0.307692308,0.461538462,22.84615385,6,0,1,1,213,0,0.166666667,0.166666667,35.5,51,1,2,5,470,36.82608696,0.019607843,0.039215686,0.098039216,9.215686275,6,0.039473684,climber
757,jasper de buyst ,lotto dstny,lotto-dstny-2023,belgium,1.79,74,asse,jasper-de-buyst,29,62,0,2,6,263,67.75,0,0.032258065,0.096774194,4.241935484,80,0,0,5,188,94.12676056,0,0,0.0625,2.35,10,0,0,0,0,114.3333333,0,0,0,0,5,0,0,0,65,0,0,0,13,45,0,2,8,410,45.66666667,0,0.044444444,0.177777778,9.111111111,13,0.085526316,peloton-guy
758,eduardo  sepúlveda ,lotto dstny,lotto-dstny-2023,argentina,1.73,59,rawson,eduardo-sepulveda,31,27,0,0,0,0,83.79166667,0,0,0,0,98,0,0,2,54,61.5505618,0,0,0.020408163,0.551020408,11,0,0,0,10,109.0909091,0,0,0,0.909090909,8,0,0,0,120,0,0,0,15,36,0,0,1,49,51.91666667,0,0,0.027777778,1.361111111,12,0.088235294,peloton-guy
759,arnaud de lie ,lotto dstny,lotto-dstny-2023,belgium,1.82,78,libramont,arnaud-de-lie,20,27,7,11,19,1042,16.88,0.259259259,0.407407407,0.703703704,38.59259259,16,2,3,9,590,19.73333333,0.125,0.1875,0.5625,36.875,,,,,,,,,,,,,,,,,,,,43,9,14,28,1632,17.95,0.209302326,0.325581395,0.651162791,37.95348837,4,0.090909091,sprinter
760,jacopo  guarnieri ,lotto dstny,lotto-dstny-2023,italy,1.9,80,vizzolo predabissi,jacopo-guarnieri,35,61,0,0,1,36,68.68627451,0,0,0.016393443,0.590163934,81,0,0,2,24,119.9166667,0,0,0.024691358,0.296296296,14,0,0,0,0,127,0,0,0,0,8,0,0,0,70,0,0,0,8.75,36,0,0,0,47,68.66666667,0,0,0,1.305555556,18,0.115384615,peloton-guy
761,rüdiger  selig ,lotto dstny,lotto-dstny-2023,germany,1.88,80,zwenkau,rudiger-selig,34,60,0,1,3,169,45.35849057,0,0.016666667,0.05,2.816666667,55,0,0,2,23,122.3409091,0,0,0.036363636,0.418181818,6,0,0,0,0,139.6666667,0,0,0,0,4,0,0,0,50,0,0,0,12.5,51,0,0,1,131,49.38888889,0,0,0.019607843,2.568627451,17,0.140495868,peloton-guy
762,andreas  kron ,lotto dstny,lotto-dstny-2023,denmark,1.77,63,albertslund,andreas-kron,24,44,0,0,2,95,82.10526316,0,0,0.045454545,2.159090909,105,2,4,18,591,50.33695652,0.019047619,0.038095238,0.171428571,5.628571429,12,0,0,0,0,73.16666667,0,0,0,0,7,0,0,0,116,0,0,0,16.57142857,79,0,1,12,478,44.13114754,0,0.012658228,0.151898734,6.050632911,16,0.098765432,peloton-guy
763,milan  menten ,lotto dstny,lotto-dstny-2023,belgium,1.74,68,bilzen,milan-menten,26,48,1,1,6,313,41.52272727,0.020833333,0.020833333,0.125,6.520833333,30,0,1,7,203,38.29166667,0,0.033333333,0.233333333,6.766666667,2,0,0,0,0,132,0,0,0,0,2,0,0,0,10,0,0,0,5,66,1,2,13,516,39.57142857,0.015151515,0.03030303,0.196969697,7.818181818,10,0.12345679,peloton-guy
764,pascal  eenkhoorn ,lotto dstny,lotto-dstny-2023,netherlands,1.85,70,genemuiden,pascal-eenkhoorn,26,37,1,1,2,194,70.32352941,0.027027027,0.027027027,0.054054054,5.243243243,62,0,0,2,160,66.74576271,0,0,0.032258065,2.580645161,6,0,0,0,0,73.16666667,0,0,0,0,4,0,0,1,100,0,0,0.25,25,50,1,1,3,347,60.30434783,0.02,0.02,0.06,6.94,4,0.038095238,peloton-guy
765,florian  vermeersch ,lotto dstny,lotto-dstny-2023,belgium,1.93,85,ghent,florian-vermeersch,23,54,1,2,4,495,51.44680851,0.018518519,0.037037037,0.074074074,9.166666667,59,0,0,2,105,86.88888889,0,0,0.033898305,1.779661017,8,0,1,2,11,26.625,0,0.125,0.25,1.375,4,0,0,0,55,0,0,0,13.75,62,1,2,5,580,45.3,0.016129032,0.032258065,0.080645161,9.35483871,12,0.097560976,peloton-guy
766,michael  schwarzmann ,lotto dstny,lotto-dstny-2023,germany,1.74,69,kempten,michael-schwarzmann,32,76,0,0,1,22,85.22727273,0,0,0.013157895,0.289473684,92,0,0,2,75,111.3461538,0,0,0.02173913,0.815217391,13,0,0,0,0,129.9230769,0,0,0,0,13,0,0,0,100,0,0,0,7.692307692,51,0,0,1,88,80.75862069,0,0,0.019607843,1.725490196,23,0.127071823,peloton-guy
